x,y,z
-0.973633,0.40889,-0.686523
1.27246,0.444127,0.170898
0.458008,0.791647,0.0322266
1.94824,0.514786,-1.16113
1.15332,0.30155,1.0459
0.665039,0.4375,1.13184
-1.76855,0.526908,-1.90918
0.280273,0.384871,1.96191
-1.52637,0.291667,0.461914
-1.74902,0.458333,0.383789
-1.02441,0.5,-1.0127
0.926758,0.333333,-1.7627
-1.3291,0.328562,1.24316
0.375977,0.354167,-1.28223
0.381836,0.763752,1.08105
0.0888672,0.5,0.633789
1.57324,0.333333,1.94238
-0.401367,0.354167,1.6709
0.336914,0.54021,0.678711
-0.307617,0.313977,0.313477
-0.368164,0.335059,0.399414
-0.44043,0.193501,0.799805
-0.793945,0.162532,1.87402
-1.53613,0.25,-0.883789
0.65332,0.500788,-0.151367
-0.317383,0.229167,1.44824
0.750977,0.5,-0.479492
-1.24121,0.311558,0.583008
0.766602,0.503993,0.450195
0.413086,0.5625,0.874023
0.655273,0.47615,-0.463867
0.65918,0.712459,0.15918
-0.456055,0.417914,1.89941
0.936523,0.371967,1.5127
1.62012,0.455879,-0.791992
-1.73926,0.419449,0.53418
0.670898,0.479167,0.967773
1.61426,0.229167,1.07129
0.495117,0.283605,1.7666
0.899414,0.392573,0.625977
-0.530273,0.674507,-1.73535
-1.65137,0.204859,-0.666992
0.706055,0.486685,0.895508
0.139648,0.478945,1.22168
-0.106445,0.396388,1.57324
0.80957,0.395833,0.817383
0.0615234,0.375,-0.512695
-1.43652,0.272682,0.553711
0.139648,0.375,-0.604492
-1.46777,0.263189,1.92676
0.446289,0.729167,0.0185547
1.28418,0.260869,1.91309
-0.243164,0.416667,0.436523
-0.567383,0.273788,1.90723
-0.75293,0.584774,-1.46973
0.743164,0.649704,0.100586
-0.15918,0.479299,0.639648
-0.985352,0.479167,-0.995117
-0.522461,0.3125,1.61035
1.44043,0.528336,-0.250977
-1.24707,0.408432,-1.58105
0.0693359,0.457972,-0.124023
1.41504,0.458333,0.674805
0.00488281,0.395826,1.16309
-1.78418,0.458333,0.973633
-1.24512,0.339818,-0.928711
-0.541992,0.333333,1.86621
0.0126953,0.280614,1.87793
0.18457,0.624741,0.0498047
-1.56543,0.3125,1.98145
-0.571289,0.219359,1.53027
-1.53613,0.312779,0.0869141
-0.0478516,0.208333,1.7373
-1.46582,0.373328,-0.506836
1.9834,0.416667,1.93262
1.69434,0.479167,0.733398
-1.65332,0.4375,1.29199
-1.71582,0.208333,-0.291992
-0.723633,0.6875,-1.48145
1.12598,0.355213,0.713867
-1.60059,0.412102,-1.80957
-1.73926,0.509317,0.834961
1.47754,0.395065,0.147461
0.297852,0.395833,-1.60645
-1.82129,0.443626,1.41699
1.72363,0.263892,0.907227
1.74707,0.550766,-1.11816
-1.76074,0.416667,1.34082
0.885742,0.362954,-1.83301
-0.573242,0.333333,-0.668945
-0.62207,0.220966,1.12793
-0.305664,0.323845,1.6416
-1.74512,0.4375,1.93262
1.65527,0.360556,1.90723
0.870117,0.270833,1.8291
-1.7373,0.471959,1.38379
1.4502,0.415217,0.436523
-0.489258,0.458333,-1.31934
-1.10059,0.25,0.895508
1.97559,0.345571,0.739258
0.416992,0.5,-1.91113
-0.688477,0.625,-1.6123
-1.87207,0.5625,-1.89551
1.72363,0.261734,1.74707
1.77246,0.3125,-0.258789
-1.34668,0.312406,-0.0537109
0.0419922,0.471797,1.41504
0.479492,0.334748,1.7334
-1.02637,0.142556,1.54785
-1.62207,0.352717,0.27832
-0.53418,0.229167,1.53809
0.50293,0.625,0.725586
0.0654297,0.6875,0.317383
-0.00292969,0.3125,1.7666
0.665039,0.237152,1.83887
0.87793,0.416667,0.59082
0.442383,0.586586,0.702148
-0.756836,0.195199,0.889648
-0.143555,0.416667,-1.59082
-0.993164,0.104167,1.86816
-1.77246,0.520833,0.799805
-1.22949,0.419042,-0.456055
-1.47754,0.321305,1.31934
0.168945,0.604167,0.0576172
0.874023,0.387032,-1.04395
0.166992,0.645833,1.43066
